target_tweet,authentic_reply,STANCE,ACTION,PERSONALNESS,POLITENESS
">LakotaMan1: Just found out that Trump CANNOT be pardoned in the great state of Georgia. 

Please tell me this is true.",@LakotaMan1 @NewisNewis You can’t pardon state crimes,SUPPORT,STATEMENT,GENERAL,NORMAL
">Travis_in_Flint: The left:  we’re indicting Trump again!

Me: Ok I’m definitely voting for Trump now!",@Travis_in_Flint It doesn't matter how much more you want to vote for him each time he gets indicted. You only get to vote once. These morons seem to think they get ten more votes every time he gets indicted.,OPPOSE,STATEMENT,GENERAL,RUDE
">DC_Draino: Now that indicting past Presidents and political opponents has been normalized, we promise the favor will be returned",@DC_Draino Don’t start something you can’t finish!,OPPOSE,COMMAND,GENERAL,NORMAL
">StephenKing: Indictments and crimes against America aside, Donald Trump, a raging and impulsive narcissist, is psychologically unfit to be president. Simply put, he's dangerous.",@StephenKing Who would want to write stories about child orgies.  Perv,OPPOSE,QUESTION,GENERAL,RUDE
">iFightForKids: LEFTISTS & DEMOCRATS OF TWITTER/X:

Give me your top 3 reasons why I should vote for Joe Biden in 2024. 

Don’t just regurgitate MSNBC talking points, or mention Trump. 

Sell me on Joe Biden. Go.",@iFightForKids BWAHHHHH they can’t,OPPOSE,STATEMENT,GENERAL,NORMAL
>kylegriffin1: Fani Willis says the defendants named in the indictment have until noon on Aug. 25 to voluntarily turn themselves in.,@kylegriffin1 That’s too many days. Should have been this Friday.,OPPOSE,STATEMENT,GENERAL,NORMAL
">SenSchumer: INFLATION REDUCTION ACT:

It’s been one year since Senate Democrats acted to pass the Inflation Reduction Act.

Now it's paying huge dividends with lower costs, historic investments in America, and jobs, jobs, jobs.

And we're continuing to work for the American people.",@SenSchumer Slowing inflation probably has more to do with Republicans taking back the house and stopping all of the ridiculous spending bills.,OPPOSE,STATEMENT,GENERAL,NORMAL
">RepJeffries: House Dems are building a healthy economy, making life more affordable and putting people over politics.

The extremist sycophants continue to put the puppet master over people.","@RepJeffries Apparently everything you need in life must be free, because Americans are struggling and the homeless rates keep increasing.  So you’re either DAF or your just a liar 🤥 or both.",OPPOSE,STATEMENT,GENERAL,RUDE
>ZubyMusic: I'm happy to call this app X but I am still calling these tweets :),@ZubyMusic Twxxts,NEUTRAL,STATEMENT,GENERAL,NORMAL
">itsALLrisky: Never underestimate the power of a meme, especially when it's $DOGE.",@itsALLrisky Never doubt the $DOGE,SUPPORT,COMMAND,GENERAL,NORMAL
">MarkWarner: Jan. 6 will forever mark a day where democracy was brought to the brink as public servants barricaded behind locked doors, law enforcement officers suffered lasting harm, and Americans watched as thugs attempted to bring an entire branch of government to its knees.",@MarkWarner You’re a dam liar 🤥 and this proves what a disgrace you are. Are you going to condemn Pelosi for not heading President Trumps request for more security? How about the the ANTIFA and Federal thugs tht caused the chaos? How about the cops who murdered Ashli Babbitt?,OPPOSE,QUESTION,GENERAL,RUDE
">ForgiatoBlow47: BREAKING: 🚨🚨 James Comey’s Daughter Is Now Fighting To Stop a Judge From Releasing Epstein’s Client List.

We NEED to Eradicate These Scumbags From Any Position of Authority.

Do You AGREE? Yes or No",@ForgiatoBlow47 Isn't Uncle Donny on that list?,NEUTRAL,QUESTION,GENERAL,NORMAL
">Jim_Jordan: First, David Weiss said he didn’t have the power he needed and wanted special counsel status. 

Then, he said he had all the power he needs. 

Now, he gets special counsel status because he didn’t really have the power he needs? 

Something’s not right.",@Jim_Jordan Why would there be an ongoing investigation if you gave him immunity for life?  Only to stop congress.,OPPOSE,QUESTION,GENERAL,NORMAL
>andy_murray: Thanks to everyone for all the kind messages. We left it all out there. Hope you enjoyed the show. ❤️,"@andy_murray What a warrior my friend! 
Thank you for showing us you never gave up! 💪🏽🙌",SUPPORT,STATEMENT,GENERAL,POLITE
>ClayTravis: So Atlanta’s Fulton County district attorney’s office leaked a Trump indictment on its own website a few hours before the grand jury actually indicted Trump. What a complete and total joke this all is.,@ClayTravis Except the punchline is costing Trump a gazillion dollars and Americans have lost a Constitutional Republic.,SUPPORT,STATEMENT,GENERAL,NORMAL
">laurenboebert: It's now being reported that the Hunter Biden plea deal is off for now.

Justice must be served. No special outs for this crook!",@laurenboebert He lives rent free in your head 😂,OPPOSE,STATEMENT,GENERAL,NORMAL
>StephenKing: Never play poker at the zoo. Too many cheetahs.,@StephenKing Wicked.,SUPPORT,REACTION,GENERAL,NORMAL
">nhannahjones: Once again, it is Black people who are the greatest agents of democracy the United States has ever seen.",@nhannahjones Thanks to them,SUPPORT,STATEMENT,GENERAL,NORMAL
>SecBlinken: The United States strongly condemns Russia’s conviction of opposition leader Aleksey Navalny on politically motivated charges. The Kremlin cannot silence the truth. Navalny should be released.,"@SecBlinken Umm, the Biden administration is doing that right now in this country. Spare us your faux outrage while you stand by and watch it, and support it here. Your power means nothing to other countries any longer. And that’s the point isn’t it? Weakness and feckless, bad look.",OPPOSE,COMMAND,GENERAL,RUDE
">POTUS: After Vietnam, we learned how the harmful effects of exposure to Agent Orange took years to manifest in veterans, leaving many unable to access the care they deserved.

The PACT Act means today’s veterans and families won’t suffer the same painful frustrating delays and denials.","@POTUS Fun Fact:

The Vietnam war was fought over a lie called the Gulf of Tonkin incident which Johnson used to get war powers from Congress after they killed JFK.

The only people that benefited were the banks and the military industrial complex selling weapons of war and chemicals.",NEUTRAL,STATEMENT,GENERAL,NORMAL
">RepJeffries: House Dems continue to build an economy from the middle out and the bottom up.

Extreme MAGA Republicans continue to fight each other.

No lies detected.","@RepJeffries Bootleg Obama Jefferies acting like Americans don't go to the gas station or grocery shop.

He acts like we dont have savings accounts. 

You try to speak like Obamo, and you lie like Biden.

Fraud.",OPPOSE,STATEMENT,GENERAL,RUDE
">DonaldJTrumpJr: They're criminalizing the 1st Amendment. They're criminalizing routine legal work. They're bulldozing over due process rights. They're openly interfering in an election.

These psychopaths would happily destroy everything that makes our nation great  just to ""get Trump.""",@DonaldJTrumpJr Not sure why your not on that indictment you filthy animal🙄,OPPOSE,STATEMENT,GENERAL,RUDE
">TheUSASingers: Not to prematurely tickle anyone’s schadenfreude, but there’s a good chance Trump could be denied bail in Georgia.",@TheUSASingers Not just him. It sounds like Willis laid out a case that could lead to indictments in other states as well. These 19 defendants are going to be very busy for the next year or so.,SUPPORT,STATEMENT,GENERAL,NORMAL
>robreiner: Better late than never. Manhatten DA presents evidence to a Grand Jury of Trump violating campaign finance laws. The hush money check he personally signed to porn star Stormy Daniels should make this a slam dunk. Stay tuned.,@robreiner Now can you do Joe Biden? Tell us how all the corrupt AF shit he’s done is totally fine! I get a kick out of libs acting like every corrupt politician on your side is really a saint. It’s comical!,OPPOSE,QUESTION,GENERAL,RUDE
">BeschlossDC: Serious question for you:
Where will Trump be two years from now?
(Not your hope but your best prediction please)","@BeschlossDC Prison, he must be put in prison. That isn't a hope it is a undeniable fact ... People who break the law must be held accountable for the crimes they commit. America has no choice but to finish the job and put Trump in prison.",OPPOSE,STATEMENT,GENERAL,NORMAL
">Timcast: Still haven't been paid by X for the month.

Haven't heard back from X about why either

Any updates @elonmusk?","@Timcast @elonmusk You are not alone, me you and @stclairashley are all in the same boat—but they’re looking into it.",SUPPORT,STATEMENT,PERSONAL,NORMAL
">benshapiro: Whatever you think of the Trump indictments, one thing is for certain: the glass has now been broken over and over again. Political opponents can be targeted by legal enemies. Running for office now carries the legal risk of going to jail -- on all sides.","@benshapiro Don’t want to worry about being prosecuted 

Don’t commit crimes 🤷🏼‍♂️

Sit down (__*__)",OPPOSE,COMMAND,GENERAL,RUDE
>BreannaMorello: What will it take to get House Republicans to begin the process of impeaching Joe Biden?,@BreannaMorello Having a plan to address Adam Propagandist Schiff's attacks.,NEUTRAL,STATEMENT,GENERAL,NORMAL
">laurenboebert: If they didn’t think Trump could win again, they wouldn’t be feverishly filing indictments to try and stop him from winning.","@laurenboebert Nope, wrong again Bobo. I am beginning to understand why it took you 4 attempts to pass a GED, you truly are on the slow side.",OPPOSE,STATEMENT,PERSONAL,RUDE
>GuntherEagleman: Still waiting for the pussies in the @HouseGOP and @SpeakerMcCarthy to start fighting for Trump and Americans…,@GuntherEagleman @HouseGOP @SpeakerMcCarthy Real Americans don’t support a president who used his power to take away an individuals right to have their vote counted. #LockHimUpAlready,OPPOSE,STATEMENT,GENERAL,NORMAL
">JoeyMannarinoUS: The difference in energy levels between 23 years old and 29 years old feel like a lifetime of difference.

I’m winded from basically anything these days.

Before I used to hop on a plane, get to wherever I was going and keep it moving.

Now I need a full day of a nap almost.","@JoeyMannarinoUS Don't worry, Trump can't go longer than an hour at a state fair, you fit in perfectly.",NEUTRAL,COMMAND,GENERAL,NORMAL
">MattWallace888: After everything I have shown you in the last 24 hours, do you believe the #MauiFires were orchestrated by the elite?","@MattWallace888 Of course they want to scare you so they can get more of ypur money due to climate change. Oh sorry, it's actually called global boiling now",SUPPORT,STATEMENT,GENERAL,NORMAL
">AdamKinzinger: By the way I’m sure if @DonaldJTrumpJr was under investigation, Trump would have just gracefully stayed out.  Ya right. 

But Hunter deserves the full attention of the federal govt?  Nonsense. 

The prosecution is fine but quit pretending the GOP is better, they are not","@AdamKinzinger @DonaldJTrumpJr Hey dope,  u need to be investigated",OPPOSE,STATEMENT,GENERAL,RUDE
>charliekirk11: Trump should go to Maui. Bring relief and aid with him. Beat Biden to it. The President will show the way to lead.,@charliekirk11 Oh yeah. Throw more paper towels at people. Way to lead.,OPPOSE,STATEMENT,GENERAL,NORMAL
>ACTBrigitte: Voter fraud is alive and well in Michigan.,@ACTBrigitte It just happened in Ohio! The election for issue 1 was definitely rigged by the democrats.,SUPPORT,STATEMENT,GENERAL,NORMAL
>theliamnissan: Lindsey Graham is going down 🤣,@theliamnissan Again??? 😉,SUPPORT,QUESTION,GENERAL,NORMAL
">NickAdamsinUSA: Reasons I am still a Republican:

1. Donald J Trump
2. Donald J Trump
3. Donald J Trump
4. Donald J Trump
5. Donald J Trump

Without Trump, the Republican Party crumbles to the ground.",@NickAdamsinUSA Donald J Trump is keeping my hope for America alive! He’s the only man left.,SUPPORT,STATEMENT,PERSONAL,NORMAL
">atensnut: They’ve crossed the line.  What’s going on in this country is frightening.   This Administration is corrupt as hell.  

“Those who stand for nothing, fall for anything.”
       -Alexander Hamilton -

This isn’t about Trump.  They’re after all of us.",@atensnut That Hamilton quote explains why Trump supporters are such gullible morons.,OPPOSE,STATEMENT,GENERAL,RUDE
